campaign_id,company_size,industry,marketing_channel,ad_spend,duration,target_audience_area,target_audience_age,region,device,operating_system,browser,engagement_metric,conversion_rate,success,budget_allocation,audience_reach,device_conversion_rate,os_conversion_rate,browser_conversion_rate
1748,<=50,e-commerce,social media,12496,42,urban,35-54,North America,tablet,iOS,Chrome,314522,0.023159955,Yes,297.5238095,262101.6667,0.7,0.9,0.9
1749,51-100,services,social media,25866,50,suburban,35-54,Africa,desktop,iOS,Firefox,389760,0.986476792,Yes,517.32,433066.6667,0.9,0.9,0.8
1750,<=50,e-commerce,social media,33357,50,urban,55+,South America,mobile,Android,Chrome,190824,0.235529992,Yes,667.14,318040,0.8,0.8,0.9
1751,<=50,retail,influencer,36212,75,rural,35-54,Africa,tablet,Windows,Chrome,157147,0.829565033,Yes,482.8266667,224495.7143,0.7,0.7,0.9
1752,<=50,finance,social media,10887,59,urban,18-34,Asia-Pacific,desktop,Windows,Safari,342865,0.612401112,Yes,184.5254237,342865,0.9,0.7,0.7
1753,<=50,healthcare,content marketing,22862,19,suburban,35-54,Asia-Pacific,mobile,Android,Safari,473384,0.445980247,Yes,1203.263158,525982.2222,0.8,0.8,0.7
1754,<=50,services,social media,39856,50,urban,35-54,North America,tablet,iOS,Chrome,346149,0.732180458,Yes,797.12,432686.25,0.7,0.9,0.9
1755,100+,manufacturing,influencer,11040,10,urban,18-34,Europe,mobile,iOS,Safari,287370,0.050021358,No,1104,287370,0.8,0.9,0.7
1756,100+,retail,social media,29536,76,rural,35-54,North America,tablet,Android,Chrome,66810,0.75607854,Yes,388.6315789,95442.85714,0.7,0.8,0.9
1757,100+,finance,social media,18440,57,urban,35-54,Africa,desktop,Android,Safari,76127,0.856990025,No,323.5087719,63439.16667,0.9,0.8,0.7
1758,<=50,finance,content marketing,33371,76,urban,35-54,South America,mobile,Windows,Firefox,137813,0.280228779,Yes,439.0921053,172266.25,0.8,0.7,0.8
1759,<=50,finance,content marketing,24724,17,urban,18-34,Europe,desktop,iOS,Chrome,391027,0.301615935,Yes,1454.352941,391027,0.9,0.9,0.9
1760,<=50,retail,content marketing,7343,60,urban,18-34,North America,tablet,iOS,Chrome,185849,0.103016234,Yes,122.3833333,185849,0.7,0.9,0.9
1761,<=50,technology,social media,12188,68,suburban,35-54,Africa,desktop,Android,Safari,497470,0.855893901,No,179.2352941,552744.4444,0.9,0.8,0.7
1762,100+,e-commerce,content marketing,39006,65,urban,35-54,Africa,mobile,iOS,Chrome,418816,0.807909546,Yes,600.0923077,349013.3333,0.8,0.9,0.9
1763,<=50,retail,search engine,34096,67,urban,35-54,Asia-Pacific,mobile,Android,Chrome,240680,0.425211868,Yes,508.8955224,200566.6667,0.8,0.8,0.9
1764,<=50,services,email,11856,46,urban,35-54,North America,tablet,iOS,Chrome,52055,0.377718889,Yes,257.7391304,43379.16667,0.7,0.9,0.9
1765,<=50,manufacturing,email,27044,10,suburban,35-54,North America,mobile,Windows,Safari,156911,0.427526641,Yes,2704.4,174345.5556,0.8,0.7,0.7
1766,<=50,technology,content marketing,15620,33,suburban,35-54,Africa,tablet,iOS,Safari,145520,0.420346139,Yes,473.3333333,161688.8889,0.7,0.9,0.7
1767,51-100,services,influencer,25723,22,urban,35-54,North America,desktop,Android,Chrome,221917,0.429616661,Yes,1169.227273,184930.8333,0.9,0.8,0.9
1768,<=50,e-commerce,content marketing,46142,88,urban,18-34,Asia-Pacific,desktop,Android,Firefox,275435,0.145743052,Yes,524.3409091,275435,0.9,0.8,0.8
1769,<=50,e-commerce,content marketing,46503,13,rural,35-54,Europe,desktop,iOS,Firefox,81617,0.013477023,Yes,3577.153846,116595.7143,0.9,0.9,0.8
1770,<=50,e-commerce,social media,28475,17,urban,35-54,Africa,tablet,Windows,Chrome,430331,0.762433209,Yes,1675,358609.1667,0.7,0.7,0.9
1771,<=50,e-commerce,influencer,35243,78,suburban,35-54,Asia-Pacific,desktop,Windows,Firefox,227647,0.343749784,No,451.8333333,252941.1111,0.9,0.7,0.8
1772,51-100,e-commerce,content marketing,37860,70,urban,35-54,Asia-Pacific,tablet,Windows,Chrome,313224,0.490888897,Yes,540.8571429,261020,0.7,0.7,0.9
1773,100+,services,search engine,7415,58,suburban,35-54,South America,desktop,Android,Safari,457150,0.307436957,Yes,127.8448276,507944.4444,0.9,0.8,0.7
1774,100+,services,email,9254,12,urban,35-54,Europe,desktop,Android,Firefox,140039,0.381639787,Yes,771.1666667,116699.1667,0.9,0.8,0.8
1775,51-100,finance,search engine,15637,54,rural,35-54,Asia-Pacific,mobile,Windows,Firefox,457388,0.074863263,Yes,289.5740741,653411.4286,0.8,0.7,0.8
1776,<=50,services,search engine,29510,75,urban,18-34,South America,desktop,iOS,Chrome,332914,0.370286927,No,393.4666667,332914,0.9,0.9,0.9
1777,51-100,e-commerce,search engine,42301,12,urban,18-34,South America,desktop,iOS,Chrome,214430,0.46311562,Yes,3525.083333,214430,0.9,0.9,0.9
1778,<=50,retail,influencer,11516,67,suburban,35-54,North America,tablet,iOS,Safari,124753,0.832841049,Yes,171.880597,138614.4444,0.7,0.9,0.7
1779,<=50,finance,influencer,9401,72,suburban,35-54,Asia-Pacific,mobile,iOS,Firefox,370536,0.322205372,No,130.5694444,411706.6667,0.8,0.9,0.8
1780,100+,technology,influencer,40800,79,urban,35-54,Africa,tablet,Android,Firefox,181823,0.088544204,No,516.4556962,227278.75,0.7,0.8,0.8
1781,<=50,services,email,37122,85,urban,55+,North America,desktop,Windows,Firefox,408178,0.759193907,Yes,436.7294118,680296.6667,0.9,0.7,0.8
1782,100+,retail,social media,24673,59,urban,35-54,Europe,desktop,Windows,Firefox,23751,0.375635515,Yes,418.1864407,29688.75,0.9,0.7,0.8
1783,<=50,healthcare,content marketing,34653,34,suburban,35-54,Africa,mobile,iOS,Chrome,248309,0.915363464,Yes,1019.205882,275898.8889,0.8,0.9,0.9
1784,51-100,healthcare,content marketing,48336,11,rural,35-54,Africa,desktop,Windows,Safari,386873,0.959035841,Yes,4394.181818,552675.7143,0.9,0.7,0.7
1785,51-100,technology,social media,25822,87,suburban,35-54,South America,tablet,Android,Firefox,363240,0.871852322,Yes,296.8045977,403600,0.7,0.8,0.8
1786,100+,finance,content marketing,11867,64,urban,35-54,Asia-Pacific,tablet,iOS,Safari,63417,0.226645985,No,185.421875,52847.5,0.7,0.9,0.7
1787,51-100,finance,search engine,41002,30,urban,35-54,South America,mobile,Windows,Chrome,196340,0.253810072,Yes,1366.733333,245425,0.8,0.7,0.9
1788,51-100,retail,email,27381,37,urban,55+,South America,desktop,Android,Chrome,448505,0.794122279,Yes,740.027027,747508.3333,0.9,0.8,0.9
1789,<=50,manufacturing,content marketing,44069,47,urban,35-54,Asia-Pacific,mobile,Windows,Chrome,114872,0.446109805,Yes,937.6382979,143590,0.8,0.7,0.9
1790,<=50,technology,email,22517,74,urban,18-34,Asia-Pacific,desktop,Android,Safari,364241,0.297801649,Yes,304.2837838,364241,0.9,0.8,0.7
1791,<=50,finance,social media,16830,87,urban,18-34,Asia-Pacific,desktop,Windows,Safari,215354,0.293907805,Yes,193.4482759,215354,0.9,0.7,0.7
1792,51-100,e-commerce,content marketing,15589,52,urban,35-54,South America,desktop,Windows,Firefox,116003,0.577465985,No,299.7884615,145003.75,0.9,0.7,0.8
1793,<=50,finance,email,39830,16,rural,35-54,Asia-Pacific,tablet,Android,Safari,116479,0.895030186,Yes,2489.375,166398.5714,0.7,0.8,0.7
1794,51-100,services,search engine,9627,43,urban,35-54,Asia-Pacific,mobile,Windows,Safari,13631,0.618926859,Yes,223.8837209,17038.75,0.8,0.7,0.7
1795,<=50,manufacturing,search engine,5468,27,rural,35-54,Africa,tablet,iOS,Firefox,93876,0.620279987,Yes,202.5185185,134108.5714,0.7,0.9,0.8
1796,<=50,finance,social media,6344,27,suburban,35-54,South America,tablet,Windows,Chrome,266678,0.746943108,Yes,234.962963,296308.8889,0.7,0.7,0.9
1797,51-100,services,influencer,30454,86,rural,35-54,Asia-Pacific,tablet,Windows,Chrome,206960,0.760300329,No,354.1162791,295657.1429,0.7,0.7,0.9
1798,<=50,manufacturing,content marketing,11098,16,urban,35-54,South America,mobile,Android,Safari,176720,0.909450266,Yes,693.625,147266.6667,0.8,0.8,0.7
1799,<=50,e-commerce,search engine,49869,88,urban,18-34,Europe,tablet,iOS,Firefox,168592,0.162112207,Yes,566.6931818,168592,0.7,0.9,0.8
1800,<=50,manufacturing,search engine,37229,30,urban,55+,North America,tablet,Windows,Safari,68485,0.984632861,Yes,1240.966667,114141.6667,0.7,0.7,0.7
1801,100+,services,social media,41575,18,urban,35-54,Africa,desktop,Windows,Safari,368466,0.328831084,Yes,2309.722222,307055,0.9,0.7,0.7
1802,51-100,manufacturing,search engine,42504,26,rural,35-54,Africa,desktop,Windows,Chrome,114308,0.281567798,Yes,1634.769231,163297.1429,0.9,0.7,0.9
1803,<=50,manufacturing,content marketing,26341,76,urban,35-54,South America,tablet,Windows,Firefox,341202,0.50978687,Yes,346.5921053,426502.5,0.7,0.7,0.8
1804,<=50,finance,social media,20375,14,urban,18-34,Asia-Pacific,mobile,Android,Safari,400371,0.264360168,Yes,1455.357143,400371,0.8,0.8,0.7
1805,<=50,finance,email,35106,84,urban,35-54,South America,tablet,Windows,Safari,453774,0.23291172,No,417.9285714,567217.5,0.7,0.7,0.7
1806,51-100,e-commerce,social media,41651,11,urban,18-34,North America,mobile,Android,Safari,339488,0.966806738,Yes,3786.454545,339488,0.8,0.8,0.7
1807,51-100,healthcare,content marketing,30905,60,urban,55+,Africa,desktop,iOS,Chrome,55489,0.103994217,No,515.0833333,92481.66667,0.9,0.9,0.9
1808,<=50,e-commerce,content marketing,5091,42,urban,35-54,Africa,mobile,Android,Chrome,486374,0.989942965,Yes,121.2142857,405311.6667,0.8,0.8,0.9
1809,<=50,e-commerce,email,6884,44,urban,55+,North America,tablet,iOS,Safari,494014,0.622477983,Yes,156.4545455,823356.6667,0.7,0.9,0.7
1810,<=50,e-commerce,social media,18432,9,urban,55+,South America,desktop,iOS,Firefox,15774,0.958579652,Yes,2048,26290,0.9,0.9,0.8
1811,51-100,finance,content marketing,24505,42,urban,35-54,Africa,mobile,iOS,Chrome,358627,0.897400938,Yes,583.452381,298855.8333,0.8,0.9,0.9
1812,51-100,finance,content marketing,19202,28,rural,35-54,Asia-Pacific,tablet,Windows,Safari,429559,0.648399239,Yes,685.7857143,613655.7143,0.7,0.7,0.7
1813,<=50,services,email,15231,14,urban,35-54,South America,tablet,Android,Chrome,266457,0.589838172,Yes,1087.928571,222047.5,0.7,0.8,0.9
1814,<=50,services,influencer,45410,67,rural,35-54,Asia-Pacific,mobile,iOS,Chrome,10594,0.992631701,Yes,677.761194,15134.28571,0.8,0.9,0.9
1815,<=50,services,social media,45720,84,urban,55+,Europe,mobile,Android,Safari,450307,0.515212361,Yes,544.2857143,750511.6667,0.8,0.8,0.7
1816,100+,retail,content marketing,14595,13,urban,35-54,North America,mobile,iOS,Chrome,57848,0.178758717,Yes,1122.692308,72310,0.8,0.9,0.9
1817,<=50,retail,search engine,25087,74,urban,35-54,Africa,tablet,iOS,Chrome,135313,0.992943718,Yes,339.0135135,112760.8333,0.7,0.9,0.9
1818,51-100,services,email,9482,68,urban,55+,North America,desktop,iOS,Safari,19032,0.32352302,Yes,139.4411765,31720,0.9,0.9,0.7
1819,51-100,finance,influencer,39749,25,urban,55+,North America,desktop,Windows,Chrome,391522,0.087414261,Yes,1589.96,652536.6667,0.9,0.7,0.9
1820,<=50,services,influencer,18918,53,urban,55+,Asia-Pacific,tablet,Android,Safari,481320,0.716893217,Yes,356.9433962,802200,0.7,0.8,0.7
1821,<=50,finance,email,34984,30,urban,35-54,Africa,mobile,Windows,Safari,324180,0.446049232,No,1166.133333,405225,0.8,0.7,0.7
1822,<=50,technology,influencer,47752,86,suburban,35-54,Europe,tablet,Android,Safari,26587,0.388024006,Yes,555.255814,29541.11111,0.7,0.8,0.7
1823,51-100,manufacturing,content marketing,20813,12,suburban,35-54,North America,tablet,iOS,Chrome,127197,0.631608047,Yes,1734.416667,141330,0.7,0.9,0.9
1824,51-100,finance,influencer,9466,14,urban,35-54,Asia-Pacific,tablet,Android,Firefox,369637,0.052852162,Yes,676.1428571,308030.8333,0.7,0.8,0.8
1825,51-100,finance,social media,39999,31,suburban,35-54,Asia-Pacific,tablet,Android,Firefox,55865,0.698222,No,1290.290323,62072.22222,0.7,0.8,0.8
1826,<=50,services,search engine,27165,80,urban,18-34,Africa,desktop,Android,Chrome,406314,0.503448196,Yes,339.5625,406314,0.9,0.8,0.9
1827,<=50,services,content marketing,46164,47,rural,35-54,South America,mobile,Windows,Chrome,433613,0.490241626,Yes,982.212766,619447.1429,0.8,0.7,0.9
1828,100+,finance,email,18241,64,urban,35-54,South America,tablet,iOS,Safari,462125,0.900033889,Yes,285.015625,385104.1667,0.7,0.9,0.7
1829,51-100,services,search engine,48179,87,urban,35-54,Europe,tablet,Android,Firefox,56343,0.831210804,Yes,553.7816092,46952.5,0.7,0.8,0.8
1830,<=50,e-commerce,content marketing,18112,66,urban,55+,Asia-Pacific,mobile,Android,Firefox,246884,0.531586368,Yes,274.4242424,411473.3333,0.8,0.8,0.8
1831,100+,manufacturing,search engine,29797,9,rural,35-54,South America,mobile,Android,Chrome,492211,0.578341021,Yes,3310.777778,703158.5714,0.8,0.8,0.9
1832,51-100,finance,influencer,14383,15,urban,18-34,North America,tablet,iOS,Safari,359116,0.806963625,Yes,958.8666667,359116,0.7,0.9,0.7
1833,<=50,finance,email,24699,58,suburban,35-54,Europe,tablet,Android,Chrome,489215,0.411286664,Yes,425.8448276,543572.2222,0.7,0.8,0.9
1834,51-100,finance,email,16481,64,urban,35-54,North America,mobile,Android,Chrome,249811,0.671234575,Yes,257.515625,208175.8333,0.8,0.8,0.9
1835,100+,retail,social media,10175,66,rural,35-54,South America,mobile,iOS,Firefox,103200,0.540775811,Yes,154.1666667,147428.5714,0.8,0.9,0.8
1836,51-100,e-commerce,influencer,22982,88,urban,18-34,Asia-Pacific,desktop,Windows,Chrome,93623,0.499628445,Yes,261.1590909,93623,0.9,0.7,0.9
1837,<=50,retail,social media,36334,55,urban,35-54,South America,tablet,Android,Firefox,300541,0.984720847,Yes,660.6181818,375676.25,0.7,0.8,0.8
1838,<=50,finance,social media,22926,11,urban,35-54,Europe,mobile,Android,Chrome,439393,0.017507781,Yes,2084.181818,549241.25,0.8,0.8,0.9
1839,100+,e-commerce,influencer,13333,68,urban,55+,Europe,mobile,iOS,Firefox,343218,0.414625092,Yes,196.0735294,572030,0.8,0.9,0.8
1840,<=50,services,content marketing,19460,38,urban,18-34,North America,desktop,Android,Firefox,84044,0.930177923,No,512.1052632,84044,0.9,0.8,0.8
1841,<=50,e-commerce,social media,5089,33,urban,35-54,North America,desktop,iOS,Firefox,494818,0.928148187,Yes,154.2121212,412348.3333,0.9,0.9,0.8
1842,<=50,retail,search engine,33561,30,urban,35-54,Europe,mobile,Windows,Firefox,161985,0.747714266,Yes,1118.7,202481.25,0.8,0.7,0.8
1843,<=50,finance,content marketing,25790,44,rural,35-54,North America,tablet,iOS,Safari,409455,0.591906325,Yes,586.1363636,584935.7143,0.7,0.9,0.7
1844,51-100,technology,influencer,10490,73,urban,35-54,Africa,tablet,Android,Firefox,338146,0.690845878,Yes,143.6986301,422682.5,0.7,0.8,0.8
1845,100+,finance,email,48223,22,rural,18-34,Europe,tablet,iOS,Safari,388325,0.252926062,Yes,2191.954545,554750,0.7,0.9,0.7
1846,<=50,e-commerce,content marketing,16704,21,suburban,18-34,North America,desktop,iOS,Safari,396077,0.488395449,Yes,795.4285714,440085.5556,0.9,0.9,0.7
1847,<=50,finance,social media,37627,31,suburban,18-34,South America,mobile,iOS,Chrome,93374,0.536060962,Yes,1213.774194,103748.8889,0.8,0.9,0.9
1848,<=50,finance,search engine,22593,78,urban,18-34,Asia-Pacific,mobile,iOS,Firefox,402907,0.063721412,Yes,289.6538462,402907,0.8,0.9,0.8
1849,100+,services,influencer,42746,10,suburban,18-34,Africa,desktop,Windows,Chrome,49272,0.866220282,Yes,4274.6,54746.66667,0.9,0.7,0.9
1850,51-100,finance,email,40992,38,urban,18-34,Africa,tablet,iOS,Chrome,412826,0.456687978,Yes,1078.736842,412826,0.7,0.9,0.9
1851,<=50,services,search engine,42624,51,urban,18-34,Asia-Pacific,mobile,iOS,Firefox,312307,0.898901731,Yes,835.7647059,260255.8333,0.8,0.9,0.8
1852,100+,finance,email,29177,62,urban,18-34,Asia-Pacific,tablet,Android,Firefox,353416,0.389960043,Yes,470.5967742,294513.3333,0.7,0.8,0.8
1853,100+,finance,influencer,27623,41,urban,18-34,South America,mobile,Android,Chrome,430096,0.408867119,Yes,673.7317073,358413.3333,0.8,0.8,0.9
1854,100+,finance,content marketing,30935,59,suburban,18-34,Asia-Pacific,desktop,iOS,Chrome,357561,0.244216143,No,524.3220339,397290,0.9,0.9,0.9
1855,100+,retail,social media,5148,36,suburban,18-34,Africa,desktop,iOS,Firefox,468362,0.644322732,Yes,143,520402.2222,0.9,0.9,0.8
1856,<=50,e-commerce,influencer,20263,55,urban,18-34,South America,tablet,Windows,Safari,8972,0.548497428,No,368.4181818,14953.33333,0.7,0.7,0.7
1857,51-100,retail,search engine,29449,87,urban,18-34,Asia-Pacific,desktop,Android,Safari,6521,0.912968967,Yes,338.4942529,8151.25,0.9,0.8,0.7
1858,<=50,manufacturing,content marketing,29083,89,rural,18-34,South America,mobile,Windows,Chrome,324244,0.429237005,Yes,326.7752809,463205.7143,0.8,0.7,0.9
1859,100+,finance,email,36602,58,urban,18-34,South America,desktop,iOS,Safari,45108,0.648074864,Yes,631.0689655,37590,0.9,0.9,0.7
1860,51-100,finance,content marketing,47314,87,suburban,18-34,North America,tablet,Windows,Chrome,303860,0.707563286,Yes,543.8390805,337622.2222,0.7,0.7,0.9
1861,51-100,finance,content marketing,18538,8,urban,18-34,Asia-Pacific,desktop,Windows,Firefox,152061,0.31985573,Yes,2317.25,190076.25,0.9,0.7,0.8
1862,51-100,e-commerce,search engine,31981,65,urban,18-34,North America,mobile,Android,Chrome,330952,0.8808261,Yes,492.0153846,275793.3333,0.8,0.8,0.9
1863,<=50,finance,social media,7363,43,urban,18-34,Africa,desktop,Android,Safari,199561,0.380851209,Yes,171.2325581,166300.8333,0.9,0.8,0.7
1864,<=50,finance,content marketing,32508,35,rural,18-34,South America,mobile,Android,Safari,394761,0.637359301,Yes,928.8,563944.2857,0.8,0.8,0.7
1865,100+,finance,content marketing,8107,36,urban,18-34,Africa,tablet,Android,Safari,53132,0.615840476,Yes,225.1944444,66415,0.7,0.8,0.7
1866,100+,e-commerce,social media,10628,28,urban,18-34,South America,mobile,iOS,Firefox,324320,0.421407877,Yes,379.5714286,405400,0.8,0.9,0.8
1867,<=50,e-commerce,social media,6451,81,suburban,18-34,Asia-Pacific,desktop,Android,Firefox,50381,0.183340389,No,79.64197531,55978.88889,0.9,0.8,0.8
1868,<=50,e-commerce,email,46409,25,urban,18-34,Europe,desktop,iOS,Firefox,222036,0.592497794,Yes,1856.36,277545,0.9,0.9,0.8
1869,<=50,technology,email,20180,73,urban,18-34,Asia-Pacific,tablet,Android,Safari,51110,0.375534507,Yes,276.4383562,63887.5,0.7,0.8,0.7
1870,51-100,technology,social media,17377,24,suburban,18-34,South America,desktop,iOS,Firefox,153303,0.379091754,Yes,724.0416667,170336.6667,0.9,0.9,0.8
1871,100+,finance,influencer,48548,71,urban,18-34,Europe,tablet,Windows,Firefox,116396,0.492921628,Yes,683.7746479,96996.66667,0.7,0.7,0.8
1872,<=50,manufacturing,social media,25319,11,rural,18-34,Europe,tablet,Android,Firefox,241060,0.67724085,Yes,2301.727273,344371.4286,0.7,0.8,0.8
1873,<=50,services,email,35685,82,urban,18-34,Asia-Pacific,mobile,Android,Chrome,116214,0.729619324,Yes,435.1829268,145267.5,0.8,0.8,0.9
1874,100+,technology,search engine,28214,17,rural,18-34,Africa,desktop,Windows,Safari,335985,0.427072331,No,1659.647059,479978.5714,0.9,0.7,0.7
1875,51-100,finance,search engine,36113,64,urban,18-34,Asia-Pacific,mobile,Android,Safari,315979,0.119880527,Yes,564.265625,526631.6667,0.8,0.8,0.7
1876,<=50,finance,content marketing,22673,24,urban,18-34,South America,tablet,iOS,Safari,37077,0.791714447,Yes,944.7083333,37077,0.7,0.9,0.7
1877,<=50,finance,search engine,36877,78,rural,18-34,Africa,tablet,Windows,Firefox,190303,0.66941377,Yes,472.7820513,271861.4286,0.7,0.7,0.8
1878,<=50,manufacturing,email,40865,62,urban,18-34,South America,tablet,Android,Firefox,273737,0.800692717,Yes,659.1129032,342171.25,0.7,0.8,0.8
1879,<=50,technology,search engine,23531,28,rural,18-34,Africa,mobile,Android,Firefox,324773,0.31588812,Yes,840.3928571,463961.4286,0.8,0.8,0.8
1880,<=50,finance,influencer,14657,62,urban,18-34,North America,mobile,iOS,Chrome,202282,0.909119638,Yes,236.4032258,252852.5,0.8,0.9,0.9
1881,51-100,manufacturing,social media,9520,72,urban,18-34,Africa,tablet,Android,Chrome,143113,0.262730811,Yes,132.2222222,143113,0.7,0.8,0.9
1882,100+,services,social media,41484,29,urban,18-34,North America,desktop,iOS,Chrome,43662,0.289763695,Yes,1430.482759,72770,0.9,0.9,0.9
1883,51-100,services,email,34577,22,rural,18-34,South America,desktop,Android,Firefox,187738,0.536376106,Yes,1571.681818,268197.1429,0.9,0.8,0.8
1884,51-100,e-commerce,content marketing,35558,50,urban,18-34,Asia-Pacific,desktop,Windows,Firefox,447452,0.997342379,Yes,711.16,372876.6667,0.9,0.7,0.8
1885,<=50,healthcare,social media,46610,78,urban,18-34,South America,tablet,iOS,Safari,181089,0.20215264,Yes,597.5641026,301815,0.7,0.9,0.7
1886,<=50,e-commerce,search engine,34669,74,urban,18-34,Asia-Pacific,tablet,iOS,Chrome,122175,0.838504035,Yes,468.5,122175,0.7,0.9,0.9
1887,<=50,services,influencer,32838,20,rural,18-34,North America,desktop,Android,Firefox,445884,0.002352436,Yes,1641.9,636977.1429,0.9,0.8,0.8
1888,<=50,services,content marketing,6210,15,urban,18-34,Asia-Pacific,mobile,iOS,Chrome,94944,0.237521603,Yes,414,118680,0.8,0.9,0.9
1889,51-100,retail,content marketing,39955,81,urban,35-54,South America,desktop,iOS,Chrome,364153,0.346141714,Yes,493.2716049,303460.8333,0.9,0.9,0.9
1890,100+,manufacturing,content marketing,13058,22,urban,55+,South America,mobile,Windows,Firefox,260270,0.648607603,Yes,593.5454545,433783.3333,0.8,0.7,0.8
1891,<=50,technology,social media,48304,19,urban,55+,South America,desktop,iOS,Chrome,112291,0.113758419,Yes,2542.315789,187151.6667,0.9,0.9,0.9
1892,<=50,e-commerce,content marketing,37699,42,urban,35-54,Africa,tablet,Windows,Chrome,68189,0.128700417,Yes,897.5952381,56824.16667,0.7,0.7,0.9
1893,100+,e-commerce,email,16463,50,urban,55+,South America,desktop,iOS,Firefox,1680,0.146357183,Yes,329.26,2800,0.9,0.9,0.8
1894,<=50,manufacturing,search engine,7843,87,urban,18-34,Africa,mobile,Windows,Firefox,332361,0.662554177,No,90.14942529,332361,0.8,0.7,0.8
1895,<=50,services,influencer,19335,20,urban,35-54,Europe,mobile,Windows,Chrome,110965,0.114641814,Yes,966.75,92470.83333,0.8,0.7,0.9
1896,51-100,services,search engine,24834,23,urban,18-34,North America,desktop,Windows,Safari,281186,0.398225165,Yes,1079.73913,281186,0.9,0.7,0.7
1897,51-100,e-commerce,email,32727,71,urban,35-54,Europe,tablet,Windows,Safari,58450,0.156676537,Yes,460.943662,48708.33333,0.7,0.7,0.7
1898,<=50,finance,email,11644,60,urban,18-34,Europe,tablet,Windows,Safari,496808,0.382070646,Yes,194.0666667,496808,0.7,0.7,0.7
1899,<=50,technology,search engine,47596,8,urban,35-54,Africa,mobile,Android,Firefox,16494,0.714043853,Yes,5949.5,20617.5,0.8,0.8,0.8
1900,51-100,e-commerce,social media,35239,23,urban,35-54,Africa,tablet,iOS,Safari,138750,0.277723524,Yes,1532.130435,173437.5,0.7,0.9,0.7
1901,<=50,e-commerce,email,25244,29,urban,55+,North America,desktop,Android,Firefox,442328,0.617646233,No,870.4827586,737213.3333,0.9,0.8,0.8
1902,<=50,finance,content marketing,22528,7,urban,35-54,North America,mobile,iOS,Chrome,496510,0.24850481,Yes,3218.285714,413758.3333,0.8,0.9,0.9
1903,51-100,technology,influencer,45428,18,rural,35-54,North America,mobile,iOS,Firefox,299551,0.737573711,Yes,2523.777778,427930,0.8,0.9,0.8
1904,<=50,manufacturing,influencer,5017,19,urban,35-54,South America,desktop,Windows,Safari,199175,0.777065451,Yes,264.0526316,165979.1667,0.9,0.7,0.7
1905,51-100,healthcare,email,10999,84,urban,18-34,South America,desktop,iOS,Safari,4124,0.310393739,Yes,130.9404762,4124,0.9,0.9,0.7
1906,<=50,finance,content marketing,23040,80,rural,35-54,North America,desktop,Android,Safari,424816,0.023789691,Yes,288,606880,0.9,0.8,0.7
1907,100+,finance,search engine,17397,18,urban,55+,Africa,tablet,iOS,Safari,14034,0.129085493,No,966.5,23390,0.7,0.9,0.7
1908,<=50,manufacturing,influencer,39055,63,urban,55+,Europe,tablet,iOS,Safari,5631,0.49095554,Yes,619.9206349,9385,0.7,0.9,0.7
1909,<=50,manufacturing,content marketing,21651,24,rural,35-54,North America,tablet,Android,Chrome,370282,0.382055007,Yes,902.125,528974.2857,0.7,0.8,0.9
1910,<=50,e-commerce,content marketing,38202,89,urban,35-54,North America,desktop,Android,Chrome,4291,0.345559992,Yes,429.2359551,3575.833333,0.9,0.8,0.9
1911,<=50,finance,social media,40265,21,urban,35-54,Europe,tablet,Android,Chrome,55337,0.579303044,No,1917.380952,69171.25,0.7,0.8,0.9
1912,100+,technology,email,44208,45,urban,35-54,Asia-Pacific,tablet,Windows,Chrome,15862,0.161500899,Yes,982.4,13218.33333,0.7,0.7,0.9
1913,100+,services,content marketing,43805,84,rural,35-54,North America,desktop,Windows,Firefox,268914,0.456681323,Yes,521.4880952,384162.8571,0.9,0.7,0.8
1914,<=50,finance,search engine,45574,79,urban,35-54,North America,desktop,iOS,Safari,432570,0.203383887,Yes,576.8860759,360475,0.9,0.9,0.7
1915,<=50,finance,influencer,39381,75,suburban,35-54,South America,desktop,iOS,Safari,118161,0.981059828,Yes,525.08,131290,0.9,0.9,0.7
1916,51-100,finance,social media,46678,39,urban,18-34,Europe,mobile,Windows,Chrome,134355,0.048624406,Yes,1196.871795,134355,0.8,0.7,0.9
1917,100+,finance,search engine,49938,54,urban,18-34,North America,desktop,Android,Chrome,260503,0.015782214,No,924.7777778,260503,0.9,0.8,0.9
1918,<=50,finance,influencer,28548,11,suburban,35-54,North America,desktop,Android,Chrome,120895,0.564180965,Yes,2595.272727,134327.7778,0.9,0.8,0.9
1919,<=50,services,email,49632,14,urban,55+,Asia-Pacific,tablet,Android,Firefox,86651,0.062629298,Yes,3545.142857,144418.3333,0.7,0.8,0.8
1920,<=50,finance,search engine,27847,25,rural,35-54,Europe,mobile,Windows,Firefox,311449,0.810990608,No,1113.88,444927.1429,0.8,0.7,0.8
1921,51-100,finance,influencer,30316,58,urban,18-34,North America,tablet,Android,Chrome,101144,0.819596025,Yes,522.6896552,101144,0.7,0.8,0.9
1922,<=50,services,social media,10695,18,urban,55+,Asia-Pacific,mobile,iOS,Safari,173723,0.43225891,Yes,594.1666667,289538.3333,0.8,0.9,0.7
1923,51-100,e-commerce,influencer,18637,78,urban,35-54,North America,desktop,Windows,Firefox,140621,0.838371786,Yes,238.9358974,175776.25,0.9,0.7,0.8
